"Accident_Index","accyr","Vehicle_Reference","Vehicle_Type","Towing_and_Articulation","Vehicle_Manoeuvre","Vehicle_Location-Restricted_Lane","Junction_Location","Skidding_and_Overturning","Hit_Object_in_Carriageway","Vehicle_Leaving_Carriageway","Hit_Object_off_Carriageway","1st_Point_of_Impact","Was_Vehicle_Left_Hand_Drive","Journey_Purpose_of_Driver","Sex_of_Driver","Age_Band_of_Driver","Engine_Capacity_(CC)","Propulsion_Code","Age_of_Vehicle","Driver_IMD_Decile","Driver_Home_Area_Type","make","model"
"2016010000339","2016","1","11","0","5","0","2","0","0","0","0","0","1","1","1","7","4500","2","-1","2","1","WRIGHTBUS","NEW BUS FOR LONDON"
"2016010000340","2016","1","2","0","15","0","2","0","0","0","0","1","1","6","1","-1","-1","-1","-1","-1","-1",\0,\0
"2016010000341","2016","1","9","0","18","0","2","0","0","0","0","1","1","6","1","5","1598","1","18","4","1","VOLKSWAGEN","GOLF SE"
"2016010000341","2016","2","19","-1","9","0","6","-1","0","0","0","-1","-1","6","1","8","2798","2","12","3","1","VOLKSWAGEN","LT35 158 TDI LWB"
"2016010000343","2016","1","9","0","4","0","2","0","0","0","0","3","1","6","2","8","1686","2","15","2","1","VAUXHALL","ASTRA ENVOY DTI"
"2016010000343","2016","2","9","0","14","0","2","0","0","0","0","3","1","6","1","6","1797","8","6","3","1","TOYOTA","PRIUS T SPIRIT VVT-I CVT"
"2016010000343","2016","3","9","0","18","0","2","5","0","0","0","1","1","6","2","7","1986","2","11","3","1","AUDI","A4 SE TDI"
"2016010000344","2016","1","9","0","6","0","0","0","0","0","0","3","1","3","2","6","1999","1","10","2","1","FORD","FOCUS C-MAX ZETEC AUTO"
"2016010000344","2016","2","5","0","4","0","0","0","0","0","0","3","1","6","1","5","599","1","19","2","1","SUZUKI","Missing"
"2016010000345","2016","1","20","0","7","0","6","0","0","0","0","4","1","1","1","7","9200","2","5","10","1","DAF TRUCKS","Missing"
"2016010000345","2016","2","5","0","7","0","6","0","0","0","0","3","1","2","1","5","1157","1","17","6","1","SUZUKI","GSF 1200 X"
"2016010000347","2016","1","4","0","18","0","1","0","0","0","0","1","1","6","1","5","-1","-1","-1","3","1",\0,\0
"2016010000347","2016","2","9","0","10","0","5","0","0","0","0","3","1","6","1","6","1995","2","10","6","1","BMW","118D ES"
"2016010000348","2016","1","19","0","7","0","1","0","0","0","0","1","1","1","1","6","2198","2","4","4","1","FORD","TRANSIT 125 T350 RWD"
"2016010000349","2016","1","3","0","18","0","0","0","0","0","0","3","1","6","1","6","-1","-1","-1","-1","1",\0,\0
"2016010000349","2016","2","9","0","11","0","0","0","0","0","0","4","1","6","1","8","-1","-1","-1","-1","3",\0,\0
"2016010000352","2016","1","9","0","18","0","1","1","0","0","0","1","1","6","2","6","1364","1","10","3","1","VAUXHALL","MERIVA LIFE TWINPORT"
"2016010000352","2016","2","9","0","9","0","2","0","0","0","0","3","1","6","1","8","898","1","3","6","1","RENAULT","CAPTUR EXPR-N + ENERGY TCE S/S"
"2016010000354","2016","1","19","0","2","0","0","0","0","0","0","3","1","6","3","-1","-1","-1","-1","-1","-1",\0,\0
"2016010000354","2016","2","1","0","14","0","0","0","8","0","0","1","1","6","1","5","-1","-1","-1","-1","1",\0,\0
"2016010000356","2016","1","19","0","16","0","6","0","0","7","10","1","1","1","1","8","1996","2","5","5","1","RENAULT","TRAFIC SL27 SPORT DCI 115"
"2016010000357","2016","1","19","0","18","0","0","0","0","0","0","1","1","1","1","8","-1","-1","-1","-1","1",\0,\0
"2016010000357","2016","2","19","0","6","0","0","0","0","0","0","3","1","1","1","6","-1","-1","-1","-1","1",\0,\0
"2016010000358","2016","1","9","0","5","0","1","0","0","0","0","1","1","6","1","6","1995","1","12","5","1","CHRYSLER","PT CRUISER TOURING"
"2016010000358","2016","2","9","0","3","0","1","0","0","0","0","2","1","6","1","8","1968","2","2","6","1","VOLKSWAGEN","T-SPORTER T30 S 84TDI SWB"
"2016010000359","2016","1","9","0","9","0","5","0","0","0","0","4","1","6","1","6","2967","2","8","6","1","VOLKSWAGEN","TOUAREG TDI V6 225 A"
"2016010000359","2016","2","4","0","18","0","8","0","0","0","0","1","1","6","1","6","599","1","17","3","1","YAMAHA","YZF 600 R"
"2016010000361","2016","1","11","0","18","0","2","0","0","0","0","1","1","1","1","7","9000","2","7","8","1","SCANIA","Missing"
"2016010000362","2016","1","9","0","18","0","1","0","0","0","0","0","1","1","1","7","1995","2","-1","4","1","BMW","520D LUXURY AUTO"
"2016010000362","2016","2","1","0","18","0","1","0","10","0","0","1","1","6","1","4","-1","-1","-1","4","1",\0,\0
"2016010000363","2016","1","21","1","18","0","8","0","0","0","0","3","1","1","1","8","12777","2","6","2","1","VOLVO","Missing"
"2016010000363","2016","2","9","0","18","0","8","0","0","0","0","1","1","6","1","7","2226","1","29","4","1","AUDI","COUPE GT AUTO"
"2016010000364","2016","1","3","0","13","0","8","0","0","0","0","1","1","1","1","7","124","1","4","4","1","Honda","Missing"
"2016010000364","2016","2","9","0","9","0","6","0","0","0","0","1","1","6","1","7","1497","8","9","4","1","TOYOTA","PRIUS T SPIRIT VV-I AUTO"
"2016010000365","2016","1","9","0","18","0","0","0","11","2","7","1","1","6","1","5","1995","2","6","3","1","BMW","520D SE AUTO"
"2016010000367","2016","1","9","0","9","0","2","0","0","0","0","3","1","6","1","7","1968","2","8","4","1","AUDI","A3 TDI 170 A"
"2016010000367","2016","2","3","0","13","0","2","0","10","0","0","1","1","6","1","6","125","1","6","3","1","Honda","CBF 125 M-A"
"2016010000368","2016","1","9","0","7","0","6","0","0","0","0","1","1","6","1","6","1998","1","12","4","1","VAUXHALL","ASTRA SRI TURBO 170"
"2016010000368","2016","2","1","0","9","0","6","0","0","0","0","1","1","6","1","6","-1","-1","-1","5","1",\0,\0
"2016010000370","2016","1","8","0","3","0","1","0","0","0","0","3","1","1","1","7","1997","2","5","6","1","FORD","GALAXY ZETEC TDCI AUTO"
"2016010000370","2016","2","20","0","3","0","1","0","0","0","0","4","1","1","1","6","10837","2","-1","3","1","DAF TRUCKS","Missing"
"2016010000373","2016","1","9","0","9","0","6","0","0","0","0","1","1","6","2","11","1390","1","5","4","1","VOLKSWAGEN","GOLF MATCH TSI"
"2016010000373","2016","2","2","0","9","0","6","0","0","0","0","2","1","6","1","4","49","1","-1","9","1","OTHER ITALIAN","Missing"
"2016010000374","2016","1","11","0","4","2","8","0","0","0","0","0","1","1","1","7","-1","-1","-1","-1","-1",\0,\0
"2016010000375","2016","1","2","0","18","0","1","0","0","0","0","1","1","6","1","4","124","1","15","3","1","PIAGGIO","VESPA ET4"
"2016010000377","2016","1","9","0","9","0","5","0","0","0","0","3","1","2","1","10","-1","-1","-1","4","1","FORD","TRANSIT 260 SWB TD"
"2016010000378","2016","1","9","0","18","0","2","0","0","0","0","1","1","2","2","5","2143","2","1","7","1","MERCEDES","A 220 D AMG LINE AUTO"
"2016010000379","2016","1","9","0","7","0","5","0","0","0","0","4","1","3","2","6","1598","2","-1","2","1","TOYOTA","VERSO DESIGN TSS D-4D"
"2016010000379","2016","2","1","0","18","0","8","0","0","0","0","1","1","6","1","6","-1","-1","-1","2","1",\0,\0
"2016010000380","2016","1","1","0","18","0","2","0","0","0","0","2","1","6","1","5","-1","-1","-1","-1","-1",\0,\0
"2016010000380","2016","2","9","0","18","0","2","0","0","0","0","1","1","6","3","-1","-1","-1","-1","-1","-1",\0,\0
"2016010000381","2016","1","3","0","18","0","0","1","0","0","0","1","1","1","1","5","125","1","7","3","1","HONDA","PES 125-9"
"2016010000381","2016","2","9","0","18","0","0","0","0","0","0","0","1","6","1","-1","-1","-1","-1","10","1","FORD","TRANSIT CONNECT 200 TREND"
"2016010000383","2016","1","5","0","18","0","1","0","0","0","0","0","1","1","1","7","670","1","4","10","1","Honda","NC 700 SA-C"
"2016010000383","2016","2","9","0","14","0","1","0","0","0","0","0","1","2","1","7","1968","2","2","3","1","AUDI","A6 SE TDI CVT"
"2016010000384","2016","1","19","0","12","0","0","0","0","0","0","2","1","6","1","4","-1","-1","-1","1","1",\0,\0
"2016010000384","2016","2","9","0","18","0","0","0","0","0","0","1","1","6","1","5","1400","2","9","6","1","VOLKSWAGEN","POLO SE TDI 80"
"2016010000386","2016","1","8","0","18","0","1","0","0","0","0","2","1","6","1","-1","1497","8","9","4","1","TOYOTA","PRIUS T4 VVT-I AUTO"
"2016010000386","2016","2","9","0","18","0","8","0","0","0","0","1","1","6","2","9","1388","1","2","2","1","FORD","B-MAX ZETEC"
"2016010000388","2016","1","9","0","18","0","0","0","0","0","0","1","1","2","2","5","1242","1","8","6","1","FORD","FIESTA ZETEC CLIMATE"
"2016010000389","2016","1","9","0","3","0","6","0","0","0","0","2","1","6","1","8","1997","2","6","3","1","FORD","KUGA TITANIUM TDCI 163"
"2016010000389","2016","2","9","0","5","0","6","0","0","0","0","1","1","6","1","6","2143","2","-1","2","1","MERCEDES","CLA 200 D AMG LINE"
"2016010000390","2016","1","9","0","8","0","6","0","0","0","0","1","1","6","2","6","1997","1","4","7","1","BMW","320I LUXURY TURBO AUTO"
"2016010000391","2016","1","9","0","8","0","8","0","0","0","0","1","1","6","2","5","1229","1","10","5","1","VAUXHALL","CORSA DESIGN TWINPORT"
"2016010000391","2016","2","3","0","18","0","8","0","0","0","0","1","1","6","1","7","125","1","7","7","1","HONDA","CBR 125 RW-9"
"2016010000392","2016","1","9","0","3","0","0","0","0","0","0","2","1","6","1","5","1596","1","6","2","1","FORD","FOCUS TITANIUM 100 AUTO"
"2016010000392","2016","2","9","0","3","0","0","0","0","0","0","2","1","6","1","6","-1","-1","-1","8","1","VAUXHALL","ASTRAVAN SPORTIVE CDTI"
"2016010000392","2016","3","9","0","4","0","0","1","0","0","0","1","1","6","1","6","999","1","8","4","1","SMART","FORTWO PURE 61 AUTO"
"2016010000393","2016","1","9","0","5","0","1","0","0","0","0","1","1","2","1","5","-1","-1","-1","-1","1",\0,\0
"2016010000393","2016","2","9","0","5","0","1","0","0","0","0","2","1","2","1","7","-1","-1","-1","-1","1",\0,\0
"2016010000394","2016","1","8","0","7","0","5","0","0","0","0","4","1","6","1","7","1598","2","4","1","1","SKODA","OCTAVIA SE TDI CR"
"2016010000395","2016","1","4","0","18","0","8","0","0","0","0","1","1","6","1","6","-1","-1","-1","-1","3",\0,\0
"2016010000395","2016","2","9","0","7","0","8","0","0","0","0","1","1","6","2","7","-1","-1","-1","-1","1",\0,\0
"2016010000396","2016","1","10","0","18","9","1","0","11","0","0","4","1","1","1","10","2143","2","4","1","1","MERCEDES","SPRINTER 513 CDI"
"2016010000397","2016","1","3","0","18","0","5","0","0","0","0","4","1","1","1","5","125","1","7","5","1","Honda","ANF 125-A"
"2016010000397","2016","2","9","0","18","0","5","0","0","0","0","1","1","6","1","6","-1","-1","-1","-1","-1","VAUXHALL","ASTRA SPORTIVE CDTI"
"2016010000398","2016","1","9","0","18","0","2","1","0","0","0","1","1","6","1","5","-1","-1","-1","9","1",\0,\0
"2016010000398","2016","2","9","0","18","0","2","1","0","1","0","3","2","6","2","7","-1","-1","-1","6","1",\0,\0
"2016010000399","2016","1","1","0","18","0","1","5","0","0","0","1","1","2","1","7","-1","-1","-1","1","1",\0,\0
"2016010000399","2016","2","9","0","18","0","1","0","0","0","0","4","1","6","1","8","1895","1","17","5","1","BMW","318i SE"
"2016010000400","2016","1","9","0","12","0","0","0","0","0","0","3","1","6","1","6","1796","1","7","7","1","VAUXHALL","ASTRA DESIGN A"
"2016010000400","2016","2","3","0","18","0","0","0","0","0","0","4","1","2","1","6","125","1","4","4","1","Aprilia","RS4 125"
"2016010000401","2016","1","9","0","18","0","2","0","0","0","0","2","1","2","1","7","1329","1","1","2","1","TOYOTA","YARIS ICON VVT-I CVT"
"2016010000401","2016","2","21","0","18","0","2","0","0","0","0","1","1","1","1","6","12740","2","6","2","1","SCANIA","Missing"
"2016010000402","2016","1","3","0","17","0","8","1","0","0","0","0","1","6","1","6","125","1","5","2","1","Honda","WW 125 EX2-A"
"2016010000402","2016","2","9","0","5","0","8","0","0","0","0","0","1","6","3","-1","-1","-1","-1","-1","-1",\0,\0
"2016010000403","2016","1","90","0","18","0","2","0","0","5","10","3","1","6","1","6","-1","-1","-1","-1","1",\0,\0
"2016010000403","2016","2","9","0","3","0","1","0","0","0","0","3","1","6","1","10","-1","-1","-1","-1","1",\0,\0
"2016010000403","2016","3","9","0","3","0","1","0","0","0","0","1","1","2","1","8","-1","-1","-1","-1","1",\0,\0
"2016010000403","2016","4","9","0","9","0","2","0","0","0","0","0","1","6","2","8","-1","-1","-1","-1","1",\0,\0
"2016010000405","2016","1","11","0","4","0","8","0","0","0","0","0","1","1","1","6","9360","2","4","5","1","VOLVO","Missing"
"2016010000406","2016","1","11","0","7","0","1","0","0","0","0","0","1","1","1","9","4461","2","3","3","1","ALEXANDER DENNIS","Missing"
"2016010000407","2016","1","9","0","6","0","6","0","0","0","0","4","1","1","1","8","1560","2","2","3","1","PEUGEOT","5008 ALLURE E-HDI S-A"
"2016010000407","2016","2","3","0","18","0","6","0","0","0","0","3","1","6","1","4","125","1","1","3","1","Honda","SH 125 AD-E"
"2016010000408","2016","1","9","0","18","0","4","0","0","0","0","1","1","2","1","9","1598","1","5","5","1","VAUXHALL","ASTRA SRI AUTO"
"2016010000408","2016","2","1","0","18","0","4","0","0","0","0","1","1","2","2","7","-1","-1","-1","5","1",\0,\0
"2016010000411","2016","1","3","0","18","0","0","2","4","0","0","1","1","6","1","8","-1","-1","-1","3","1","Piaggio","VESPA PRIMAVERA 50 2T"
"2016010000411","2016","2","9","0","5","0","0","0","0","0","0","2","1","6","2","5","1229","1","8","1","1","VAUXHALL","CORSA LIFE"
"2016010000413","2016","1","9","0","16","0","0","0","0","0","0","0","1","1","2","5","1329","1","3","3","1","TOYOTA","YARIS SR VVT-I"
"2016010000413","2016","2","3","0","11","0","0","2","0","0","0","0","1","6","1","6","108","1","4","4","1","Honda","NSC 110 WH-B"
"2016010000414","2016","1","19","0","3","0","0","0","0","0","0","0","1","1","1","7","2402","2","5","3","1","FORD","TRANSIT 140 T350L RWD"
"2016010000414","2016","2","5","0","3","0","0","0","0","0","0","2","1","6","1","8","599","1","15","8","1","HONDA","CB600 F2-Y"
"2016010000414","2016","3","9","0","18","0","0","0","0","0","0","1","1","2","1","6","2401","2","10","8","1","VOLVO","S60 SE D 185 E4"
"2016010000416","2016","1","9","0","18","0","1","0","0","0","0","1","2","6","2","7","1796","1","9","2","1","MERCEDES","CLK200 K SPORT AUTO"
"2016010000417","2016","1","9","0","18","0","8","0","0","0","0","2","1","6","1","6","1798","1","-1","5","1","VOLKSWAGEN","POLO GTI S-A"
"2016010000417","2016","2","9","0","7","0","8","0","0","0","0","0","1","2","2","5","1240","1","12","1","1","NISSAN","MICRA S"
"2016010000417","2016","3","9","0","18","9","1","1","11","1","2","1","1","6","1","6","2987","2","3","4","1","MERCEDES","CLS350 CDI AMG BLUE-CY SPORT A"
"2016010000418","2016","1","8","0","5","0","1","0","0","0","0","1","1","1","1","5","1598","2","4","3","1","VOLKSWAGEN","JETTA S BLUEMOTION TECH TDI SA"
"2016010000418","2016","2","4","0","18","0","2","0","0","0","0","1","1","1","1","6","125","1","5","2","1","Honda","WW 125 EX2-A"
"2016010000419","2016","1","8","0","9","0","5","0","0","0","0","4","1","1","1","8","2402","2","14","3","1","LONDON TAXIS INT.","TXII SILVER AUTO"
"2016010000419","2016","2","1","0","18","0","8","0","0","0","0","1","1","6","2","4","-1","-1","-1","7","1",\0,\0
"2016010000420","2016","1","2","0","13","0","8","1","7","0","0","0","1","2","1","6","125","1","8","2","1","HONDA","PES 125-8"
"2016010000422","2016","1","9","0","4","0","2","1","0","0","0","1","1","2","1","7","1968","2","5","2","1","AUDI","A3 138 TDI"
"2016010000422","2016","2","9","0","6","0","1","0","0","0","0","1","1","1","2","6","998","1","16","4","1","TOYOTA","Missing"
"2016010000423","2016","1","2","0","18","5","1","0","0","0","0","1","1","1","1","7","124","1","4","1","1","YAMAHA","XC 125 E VITY"
"2016010000423","2016","2","9","0","18","0","8","0","0","0","0","1","1","6","3","-1","-1","-1","-1","-1","-1",\0,\0
"2016010000424","2016","1","11","0","5","0","1","0","0","0","0","0","1","1","1","5","9360","2","4","3","1","VOLVO","Missing"
"2016010000425","2016","1","11","0","18","2","1","0","0","0","0","0","1","1","1","7","9000","2","5","2","1","SCANIA","Missing"
"2016010000426","2016","1","9","0","11","0","1","0","4","0","0","1","1","2","1","8","2460","2","10","1","1","VOLKSWAGEN","TOUAREG SE SPORT AUTO"
"2016010000426","2016","2","4","0","18","0","1","0","0","0","0","2","1","6","1","7","125","1","-1","6","1","HONDA","NSS 125 AD-F"
"2016010000427","2016","1","8","0","9","0","8","0","0","0","0","3","1","1","1","8","1798","8","4","3","1","TOYOTA","PRIUS T SPIRIT VVT-I CVT"
"2016010000427","2016","2","3","0","18","0","1","5","0","0","0","1","1","6","1","4","125","1","-1","-1","-1","Honda","SH 125 AD-G"
"2016010000428","2016","1","9","0","5","0","0","1","0","0","0","1","1","6","1","-1","1396","1","15","2","1","HONDA","CIVIC SE"
"2016010000428","2016","2","9","0","18","0","0","0","0","1","4","2","1","6","1","7","998","1","17","1","1","TOYOTA","YARIS GS"
"2016010000428","2016","3","8","0","18","0","0","0","0","1","0","1","1","1","1","5","2143","12","3","4","1","MERCEDES","E300 AMG SPORT BLUETEC HYBRIDA"
"2016010000429","2016","1","9","0","18","0","0","0","0","0","0","1","1","2","1","10","1796","1","6","9","1","MERCEDES","C180 BLUE-CY EXEC SECGI A"
"2016010000433","2016","1","9","0","18","0","1","0","0","0","0","2","1","6","1","9","1587","1","10","7","1","PEUGEOT","307 SPORT S-A"
"2016010000433","2016","2","9","0","4","0","4","0","0","0","0","4","1","6","2","7","1598","1","6","4","1","RENAULT","MEGANE I-MUSIC VVT"
"2016010000433","2016","3","9","0","13","0","1","0","0","0","0","1","1","6","3","-1","1896","2","10","-1","-1","AUDI","A3 TDI"
"2016010000436","2016","1","9","0","2","0","1","0","0","0","0","2","1","6","3","-1","-1","-1","-1","-1","-1",\0,\0
"2016010000436","2016","2","9","0","18","0","1","0","4","0","0","1","1","6","1","7","-1","-1","-1","-1","-1","NISSAN","NAVARA D/C AVENTURA DCI A"
"2016010000437","2016","1","9","5","17","0","0","5","0","0","0","1","1","6","1","6","1248","2","8","-1","-1","VAUXHALL","CORSA SXI A/C CDTI"
"2016010000438","2016","1","9","0","18","0","0","0","10","3","10","1","1","6","1","7","-1","-1","-1","-1","-1",\0,\0
"2016010000439","2016","1","9","0","9","0","2","1","11","0","0","1","1","6","1","4","1598","1","8","9","1","VOLKSWAGEN","GOLF MATCH FSI 115"
"2016010000441","2016","1","9","0","18","0","8","0","0","0","0","1","1","6","1","7","2494","1","15","2","1","BMW","325Ci"
"2016010000441","2016","2","9","0","9","0","8","0","0","0","0","4","1","6","1","9","1995","2","10","3","1","BMW","320D SE AUTO"
"2016010000444","2016","1","9","0","18","0","0","1","0","1","10","1","1","6","1","-1","1596","1","12","-1","-1","FIAT","STILO ACTIVE SPORT 16V"
"2016010000445","2016","1","9","0","9","0","0","0","0","1","10","1","1","6","2","4","1242","1","6","3","1","FORD","Missing"
"2016010000446","2016","1","9","0","18","0","5","0","7","7","10","4","1","6","2","10","1598","1","17","4","1","RENAULT","MEGANE CLASSIC RT ALIZE A"
"2016010000446","2016","2","9","0","18","0","2","0","0","0","0","3","1","6","3","-1","-1","-1","-1","-1","-1",\0,\0
"2016010000447","2016","1","9","0","7","0","0","0","0","1","10","1","1","6","1","6","5461","1","1","4","1","MERCEDES","AMG GLE 63 S PREMIUM 4MATIC A"
"2016010000449","2016","1","9","0","5","0","1","0","0","0","0","1","1","6","1","5","1598","2","1","3","1","NISSAN","QASHQAI ACENTA PREMIUM DCI"
"2016010000452","2016","1","2","0","18","0","1","2","0","0","0","0","1","6","1","-1","-1","-1","-1","-1","-1","Piaggio","MP3 SPORT TOURING LT 500"
"2016010000453","2016","1","9","0","7","0","5","0","0","0","0","1","2","6","3","-1","-1","-1","-1","-1","-1",\0,\0
"2016010000454","2016","1","9","0","5","0","6","0","0","0","0","1","1","1","1","9","1796","1","18","5","1","VOLKSWAGEN","PASSAT SE 20V"
"2016010000454","2016","2","5","0","18","0","1","0","0","0","0","4","1","2","1","6","689","1","1","7","1","Yamaha","MT - 07 ABS"
"2016010000455","2016","1","9","0","18","0","8","0","0","0","0","1","1","6","2","6","1997","2","3","6","1","FORD","S-MAX TITANIUM TDCI 138"
"2016010000455","2016","2","9","0","9","0","6","0","0","0","0","2","1","6","1","5","1997","2","15","2","1","CITROEN","XSARA PICASSO SX HDI"
"2016010000456","2016","1","9","0","9","0","1","0","0","0","0","1","1","6","1","6","1753","2","14","5","1","FORD","FOCUS LX TD DI"
"2016010000457","2016","1","9","0","18","0","4","0","0","0","0","1","1","6","2","9","1390","1","4","3","1","VOLKSWAGEN","POLO MATCH S-A"
"2016010000457","2016","2","9","0","18","0","4","0","0","0","0","4","1","1","1","7","2993","2","4","5","1","LAND ROVER","DISCOVERY HSE SDV6 AUTO"
"2016010000457","2016","3","9","0","4","0","4","0","0","0","0","1","1","6","2","8","2143","2","2","8","1","MERCEDES","C220 AMG SPORT + CDI BLUE-CY A"
"2016010000459","2016","1","9","0","4","0","0","0","0","0","0","3","1","6","1","6","4200","2","16","1","1","TOYOTA","LAND CRUISER"
"2016010000460","2016","1","9","0","18","0","8","0","0","0","0","1","1","6","3","-1","-1","-1","-1","-1","-1",\0,\0
"2016010000460","2016","2","9","0","18","0","1","0","0","1","0","4","1","6","1","6","-1","-1","-1","-1","1",\0,\0
"2016010000460","2016","3","9","0","18","0","1","0","0","0","0","2","1","6","1","8","-1","-1","-1","-1","1",\0,\0
"2016010000461","2016","1","19","0","7","0","0","0","0","0","0","0","1","2","1","7","2198","2","1","2","1","FORD","TRANSIT CUSTOM 270 TREND ETECH"
"2016010000461","2016","2","3","0","18","0","0","0","0","0","0","4","1","6","1","8","124","1","1","2","1","Piaggio","FLY 125 3V"
"2016010000462","2016","1","9","0","18","0","0","0","0","0","0","2","1","6","1","8","2597","1","13","6","1","MERCEDES","CLK 240 AVANTGARDE AUTO"
"2016010000462","2016","2","9","0","18","0","0","0","0","0","0","1","1","6","1","4","1398","1","4","6","1","VAUXHALL","CORSA SXI AC AUTO"
"2016010000463","2016","1","9","0","3","0","2","0","0","0","0","2","1","6","1","7","-1","-1","-1","-1","1",\0,\0
"2016010000463","2016","2","5","0","18","0","2","0","0","0","0","1","1","6","1","7","-1","-1","-1","-1","1",\0,\0
"2016010000464","2016","1","9","0","18","0","0","1","0","0","0","3","1","2","2","7","2967","2","7","9","1","AUDI","Q7 S LINE TDI QUATTRO A"
"2016010000464","2016","2","9","0","18","0","0","1","0","0","0","3","1","6","1","10","-1","-1","-1","6","1","FORD","RANGER THUNDER TDCI A"
"2016010000465","2016","1","3","0","18","0","1","0","0","0","0","4","1","6","1","4","125","1","-1","1","1","Honda","GLR 125 1WH-F"
"2016010000465","2016","2","9","0","9","0","1","0","0","0","0","3","1","6","1","6","2987","2","4","9","1","MERCEDES","CLS350 CDI BLUEEFFIC-Y SPORT A"
"2016010000467","2016","1","9","0","18","0","1","0","0","1","2","1","1","6","1","5","1598","2","1","2","1","AUDI","A3 SE TECHNIK TDI"
"2016010000470","2016","1","11","0","4","0","2","0","0","0","0","0","1","1","1","6","6700","2","4","3","1","ALEXANDER DENNIS","Missing"
"2016010000471","2016","1","9","0","18","0","7","0","0","0","0","2","1","6","1","7","2967","2","10","2","1","AUDI","A8L SE TDI QUATTRO AUTO"
"2016010000471","2016","2","2","0","18","0","7","0","0","0","0","1","1","6","1","5","49","1","10","2","1","PEUGEOT","LUDIX ELEGANCE"
"2016010000472","2016","1","9","0","4","0","0","0","0","3","0","1","1","6","2","8","-1","-1","-1","-1","1",\0,\0
"2016010000473","2016","1","9","0","7","0","4","0","10","1","2","1","1","6","2","7","1198","1","2","5","1","NISSAN","MICRA ACENTA CVT"
"2016010000474","2016","1","11","0","18","0","8","0","0","0","0","0","1","1","1","9","6700","2","5","-1","-1","ALEXANDER DENNIS","Missing"
"2016010000476","2016","1","9","0","18","0","1","0","0","0","0","1","1","1","1","5","1368","1","9","8","1","FIAT","PUNTO DYNAMIC"
"2016010000476","2016","2","9","0","18","0","1","0","0","0","0","1","2","6","2","6","1596","1","4","3","1","FORD","GRAND C-MAX ZETEC"
"2016010000478","2016","1","11","0","5","0","8","0","0","0","0","0","1","1","1","8","5132","2","-1","3","1","VOLVO","Missing"
"2016010000479","2016","1","19","0","3","0","0","0","0","0","0","3","1","1","1","5","-1","-1","-1","-1","1",\0,\0
"2016010000479","2016","2","3","0","14","0","0","0","4","0","0","1","1","1","1","5","-1","-1","-1","-1","1",\0,\0
"2016010000481","2016","1","9","0","10","0","1","0","0","0","0","3","1","6","1","6","1499","2","2","3","1","FORD","FOCUS ZETEC TDCI"
"2016010000481","2016","2","3","0","18","0","8","1","0","0","0","3","1","6","1","4","108","1","2","2","1","Honda","NSC 110 E-E"
"2016010000482","2016","1","9","0","5","0","1","0","0","0","0","1","1","6","1","5","1596","1","11","2","1","BMW","116i SE"
"2016010000482","2016","2","9","0","3","0","1","0","0","0","0","2","1","6","1","6","1896","2","12","8","1","VOLKSWAGEN","PASSAT HIGHLINE TDI 130 A"
"2016010000483","2016","1","9","0","18","0","6","0","0","0","0","1","1","6","3","-1","-1","-1","-1","-1","-1",\0,\0
"2016010000484","2016","1","9","0","18","0","1","-1","4","0","0","1","1","6","1","6","-1","-1","-1","-1","1",\0,\0
"2016010000484","2016","2","9","0","2","0","1","0","0","0","0","2","1","6","3","-1","-1","-1","-1","-1","-1",\0,\0
"2016010000485","2016","1","9","0","4","0","0","0","0","0","0","2","1","6","2","6","1242","1","7","7","1","FORD","KA STYLE PLUS"
"2016010000485","2016","2","2","0","18","0","0","0","0","0","0","1","1","6","1","4","49","1","-1","6","1","Peugeot","SPEEDFIGHT 4 50 LC PURE"
"2016010000486","2016","1","2","0","18","0","2","5","0","0","0","1","1","6","1","7","125","1","3","5","1","Honda","SH 125 AD-D"
"2016010000487","2016","1","9","0","16","0","0","1","0","0","0","1","1","6","1","6","1390","1","14","8","1","RENAULT","CLIO DYNAMIQUE + 16V"
"2016010000488","2016","1","9","0","7","0","1","0","0","0","0","2","1","2","1","7","-1","-1","-1","-1","1",\0,\0
"2016010000488","2016","2","5","0","18","0","1","0","0","0","0","1","1","6","1","6","-1","-1","-1","-1","-1",\0,\0
"2016010000490","2016","1","9","0","9","0","6","0","0","0","0","1","1","6","2","7","1560","2","5","7","1","FORD","FOCUS SPORT TDCI"
"2016010000490","2016","2","9","0","14","0","1","0","0","0","0","1","1","6","2","6","-1","-1","-1","3","1",\0,\0
"2016010000491","2016","1","4","0","10","0","1","0","0","0","0","4","1","1","1","5","124","1","3","1","1","YAMAHA","XC 125 E VITY"
"2016010000491","2016","2","9","0","9","0","6","0","0","0","0","1","1","1","1","6","1968","2","1","8","1","AUDI","A4 SE TECHNIK TDI CVT"
"2016010000492","2016","1","9","0","4","0","1","0","0","0","0","2","1","6","1","8","1896","2","10","1","1","VOLKSWAGEN","SHARAN S TDI 115 AUTO"
"2016010000492","2016","2","9","0","18","0","1","0","0","0","0","1","1","6","1","6","1596","1","5","5","1","FORD","FOCUS TITANIUM 125"
"2016010000494","2016","1","9","0","4","0","0","0","0","0","0","2","1","6","2","7","-1","-1","-1","-1","1",\0,\0
"2016010000494","2016","2","9","0","18","0","0","0","0","0","0","1","1","6","3","-1","-1","-1","-1","-1","-1",\0,\0
