"Accident_Index","accyr","Vehicle_Reference","Vehicle_Type","Towing_and_Articulation","Vehicle_Manoeuvre","Vehicle_Location-Restricted_Lane","Junction_Location","Skidding_and_Overturning","Hit_Object_in_Carriageway","Vehicle_Leaving_Carriageway","Hit_Object_off_Carriageway","1st_Point_of_Impact","Was_Vehicle_Left_Hand_Drive","Journey_Purpose_of_Driver","Sex_of_Driver","Age_Band_of_Driver","Engine_Capacity_(CC)","Propulsion_Code","Age_of_Vehicle","Driver_IMD_Decile","Driver_Home_Area_Type","make","model"
"2016010000191","2016","3","1","0","18","0","2","0","0","0","0","0","1","1","1","4","-1","-1","-1","-1","1",\0,\0
"2016010000192","2016","1","9","0","6","0","8","0","0","0","0","3","1","6","1","6","1242","1","13","2","1","FIAT","PUNTO ACTIVE 8V"
"2016010000192","2016","2","4","0","18","0","6","0","0","0","0","1","1","6","1","4","125","1","2","3","1","Honda","WW 125 EX2-F"
"2016010000193","2016","1","9","0","4","0","0","0","0","0","0","2","1","1","1","9","1685","2","3","3","1","KIA","CARENS 2 ECODYNAMICS CRDI"
"2016010000193","2016","2","9","0","4","0","0","0","0","0","0","1","1","6","1","6","1395","1","1","6","1","SEAT","LEON FR TECHNOLOGY TSI"
"2016010000194","2016","1","3","0","13","0","8","0","0","0","0","4","1","6","2","4","125","1","2","5","1","KEEWAY","SUPERLIGHT"
"2016010000194","2016","2","9","0","9","0","8","0","0","0","0","3","1","6","1","9","2400","2","-1","2","1","VOLVO","XC60 SE LUX NAV D5 AWD AUTO"
"2016010000195","2016","1","9","0","9","0","1","0","0","0","0","4","1","6","1","6","-1","-1","-1","-1","1",\0,\0
"2016010000195","2016","2","1","0","18","0","1","0","0","0","0","1","1","6","1","6","-1","-1","-1","-1","1",\0,\0
"2016010000196","2016","1","9","0","16","0","0","1","10","1","0","1","1","6","1","6","1769","1","10","-1","-1","NISSAN","PRIMERA S"
"2016010000197","2016","1","8","0","4","0","2","0","0","0","0","4","1","1","1","9","1968","2","7","8","1","AUDI","A6 SE TDI CVT"
"2016010000198","2016","1","19","0","18","0","0","5","4","0","0","1","1","6","1","5","1753","2","5","3","1","FORD","TRAN CONNECT 90 T220 CDPF"
"2016010000198","2016","2","9","0","2","0","0","0","4","0","0","2","1","6","3","-1","1587","1","16","-1","-1","PEUGEOT","306 GLX"
"2016010000198","2016","3","9","0","2","0","0","0","0","1","10","2","1","6","3","-1","1596","1","10","-1","-1","FORD","FOCUS GHIA"
"2016010000199","2016","1","19","0","18","0","1","0","10","0","0","3","1","6","1","10","1968","2","6","9","1","VOLKSWAGEN","CADDY C20 TDI 104"
"2016010000199","2016","2","9","0","9","0","6","0","0","0","0","3","1","6","3","-1","-1","-1","-1","-1","-1",\0,\0
"2016010000200","2016","1","9","0","18","0","4","0","0","0","0","1","1","6","2","11","1299","1","12","7","1","TOYOTA","YARIS T SPIRIT AUTO"
"2016010000200","2016","2","9","0","3","0","4","0","0","0","0","2","1","6","2","9","2295","1","13","2","1","MERCEDES","SLK 230 KOMPRESSOR AUTO"
"2016010000202","2016","1","11","0","5","2","0","0","0","0","0","0","1","6","1","8","-1","-1","-1","-1","2",\0,\0
"2016010000204","2016","1","3","0","18","0","8","0","4","0","0","1","1","1","1","5","114","1","2","2","1","Yamaha","XC 115 S DELIGHT"
"2016010000204","2016","2","9","0","2","0","1","0","0","0","0","3","1","6","3","-1","1997","2","1","-1","-1","FORD","MONDEO TITANIUM TDCI"
"2016010000206","2016","1","19","0","9","0","2","1","0","0","0","3","1","2","1","6","1896","2","11","3","1","VOLKSWAGEN","CADDY C20 TDI 104"
"2016010000206","2016","2","9","0","18","0","2","1","0","0","0","1","1","6","1","7","2967","2","1","3","1","AUDI","Q7 S LINE TDI QUATTRO AUTO"
"2016010000209","2016","1","11","0","4","0","1","0","0","0","0","0","1","1","1","8","6696","2","3","5","1","ALEXANDER DENNIS","Missing"
"2016010000210","2016","1","9","0","7","0","4","0","0","0","0","1","1","6","1","6","1596","1","15","-1","-1","FORD","FIESTA ZETEC S"
"2016010000211","2016","1","9","0","18","0","8","0","0","0","0","1","1","6","3","-1","-1","-1","-1","-1","-1",\0,\0
"2016010000211","2016","2","9","0","2","0","1","0","4","0","0","1","1","6","3","-1","1560","2","2","-1","-1","CITROEN","C4 PICASSO EXC AIRDM E-HDI S-A"
"2016010000212","2016","1","9","0","16","0","1","0","0","0","0","1","1","1","2","6","1242","1","3","10","1","SUZUKI","SWIFT SZ2"
"2016010000212","2016","2","9","0","5","0","6","0","0","0","0","1","1","6","1","5","1397","1","14","-1","-1","MERCEDES","A140 CLASSIC AUTO"
"2016010000213","2016","1","1","0","18","0","1","0","0","0","0","2","1","2","1","4","-1","-1","-1","3","1",\0,\0
"2016010000213","2016","2","2","0","18","0","1","0","0","0","0","1","1","6","1","4","-1","-1","-1","4","1",\0,\0
"2016010000217","2016","1","9","0","5","0","8","0","10","0","0","3","1","6","1","9","1596","1","10","4","1","FORD","FIESTA GHIA AUTO"
"2016010000217","2016","2","8","0","18","0","8","0","0","0","0","1","1","1","1","6","1797","8","5","3","1","TOYOTA","PRIUS T SPIRIT VVT-I CVT"
"2016010000218","2016","1","9","0","9","0","1","0","0","0","0","1","1","6","1","7","2967","2","9","10","1","AUDI","Q7 SE QUATTRO TDI"
"2016010000218","2016","2","3","0","18","0","1","0","0","0","0","4","1","6","1","6","85","1","15","2","1","HONDA","C90"
"2016010000224","2016","1","9","0","18","0","2","0","10","1","0","1","1","6","1","7","-1","-1","-1","5","1",\0,\0
"2016010000229","2016","1","9","0","18","0","1","0","0","0","0","3","1","2","1","7","1199","1","17","3","1","VAUXHALL","CORSA CLUB 16V AUTO"
"2016010000229","2016","2","9","0","3","0","1","0","0","0","0","2","1","1","1","8","1998","1","19","4","1","NISSAN","PRIMERIA SLX AUTO"
"2016010000230","2016","1","9","-1","3","0","4","0","0","0","0","2","-1","1","2","6","-1","-1","-1","-1","1",\0,\0
"2016010000230","2016","2","9","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","6","3","-1","-1","-1","-1","-1","-1",\0,\0
"2016010000231","2016","1","9","0","9","0","1","0","0","0","0","1","1","6","1","5","1596","1","13","3","1","FORD","FOCUS ZETEC"
"2016010000231","2016","2","4","0","18","0","8","0","0","0","0","1","1","2","1","7","599","1","1","2","1","Honda","CBR 600 RA-D"
"2016010000232","2016","1","9","0","18","0","1","0","0","0","0","1","1","2","1","9","1997","2","5","6","1","FORD","GALAXY TITANIUM TDCI138 A"
"2016010000232","2016","2","1","0","18","0","1","0","0","1","0","4","1","6","1","9","-1","-1","-1","4","1",\0,\0
"2016010000233","2016","1","9","0","5","0","3","0","0","0","0","4","2","3","1","8","3996","1","14","6","1","JAGUAR","XKR AUTO"
"2016010000233","2016","2","3","0","18","0","4","5","0","0","0","1","1","2","1","4","124","1","4","2","1","SUZUKI","Missing"
"2016010000234","2016","1","9","0","18","0","0","0","0","0","0","1","1","6","2","6","1998","1","14","1","1","MERCEDES","C200 SPORT KOMPRESSOR"
"2016010000234","2016","2","9","0","2","0","0","0","0","0","0","3","1","6","3","-1","2319","1","19","-1","-1","VOLVO","S70 T5 AUTO"
"2016010000234","2016","3","8","0","2","0","0","0","0","0","0","2","1","6","3","-1","2499","2","9","-1","-1","LONDON TAXIS INT.","TX4 GOLD AUTO"
"2016010000236","2016","1","9","0","3","0","1","0","0","0","0","1","1","6","3","-1","1229","1","7","-1","-1","VAUXHALL","CORSA SXI A/C"
"2016010000237","2016","1","9","0","18","0","0","0","0","0","0","4","1","6","1","6","1995","1","8","3","1","BMW","320I SE"
"2016010000238","2016","1","9","0","9","0","6","0","0","0","0","1","1","2","1","6","1399","2","11","5","1","FORD","FIESTA ZETEC CLIMATE D"
"2016010000238","2016","2","1","0","13","0","1","0","0","0","0","1","1","2","2","5","-1","-1","-1","5","1",\0,\0
"2016010000240","2016","1","5","0","3","0","1","0","0","0","0","2","1","6","1","7","-1","-1","-1","-1","1",\0,\0
"2016010000240","2016","2","9","0","18","0","1","0","0","0","0","1","2","6","1","7","-1","-1","-1","-1","1",\0,\0
"2016010000240","2016","3","9","0","3","0","1","0","0","0","0","2","1","2","2","6","-1","-1","-1","-1","1",\0,\0
"2016010000240","2016","4","9","0","3","0","1","0","0","0","0","2","1","6","1","8","-1","-1","-1","-1","1",\0,\0
"2016010000241","2016","1","3","0","5","0","6","2","0","0","0","1","1","1","1","6","108","1","3","3","1","Honda","NSC 110 WH-B"
"2016010000241","2016","2","8","0","18","0","1","0","0","0","0","3","1","1","1","8","1798","8","-1","2","1","TOYOTA","PRIUS EXCEL VVT-I CVT"
"2016010000243","2016","1","3","0","14","0","0","0","0","0","0","1","1","6","3","-1","124","1","18","-1","-1","PIAGGIO","VESPA ET4"
"2016010000244","2016","1","9","0","9","0","5","0","0","0","0","1","1","6","2","8","1461","2","6","9","1","NISSAN","QASHQAI TEKNA + 2 DCI"
"2016010000244","2016","2","5","0","18","0","1","0","0","0","0","1","1","6","1","5","998","1","5","-1","-1","Yamaha","YZF R1 10"
"2016010000245","2016","1","1","0","18","5","1","0","0","0","0","1","1","2","1","6","-1","-1","-1","2","1",\0,\0
"2016010000246","2016","1","8","0","5","0","2","0","0","0","0","0","1","1","1","7","1997","2","6","4","1","FORD","GALAXY ZETEC TDCI AUTO"
"2016010000247","2016","1","9","0","2","0","2","0","0","0","0","3","1","6","3","-1","1339","8","5","-1","-1","HONDA","INSIGHT ES CVT"
"2016010000247","2016","2","1","0","18","0","2","0","0","0","0","1","1","6","1","6","-1","-1","-1","1","1",\0,\0
"2016010000248","2016","1","9","0","6","0","0","0","0","0","0","3","1","6","1","6","1797","8","1","3","1","TOYOTA","AURIS ICON + VVT-I CVT"
"2016010000248","2016","2","5","0","18","0","0","0","0","0","0","1","1","2","1","6","599","1","7","6","1","Honda","CB 600 FA-9"
"2016010000251","2016","1","19","0","4","0","0","0","0","0","0","0","1","1","1","7","2198","2","2","5","1","FORD","TRANSIT 350"
"2016010000251","2016","2","3","0","11","0","0","0","0","1","10","0","1","1","1","5","125","1","4","4","1","Honda","WW 125 EX2-A"
"2016010000252","2016","1","19","0","18","0","8","0","0","0","0","1","1","1","1","9","2402","2","8","4","1","FORD","TRANSIT 100 T350EF RWD"
"2016010000252","2016","2","9","0","9","0","8","0","0","0","0","4","1","6","2","7","1587","1","13","3","1","PEUGEOT","206 AUTO"
"2016010000253","2016","1","9","0","5","0","0","0","0","0","0","3","1","1","1","8","-1","-1","-1","5","1",\0,\0
"2016010000254","2016","1","9","0","9","0","8","0","0","0","0","1","1","6","1","5","1360","1","11","4","1","PEUGEOT","206 SPORT"
"2016010000254","2016","2","9","0","18","0","8","0","0","0","0","3","1","6","2","8","1328","1","6","3","1","SUZUKI","SWIFT GL 3DR"
"2016010000255","2016","1","9","0","9","0","1","0","0","0","0","3","1","1","1","8","-1","-1","-1","1","1","RENAULT","KANGOO ML19 ENERGY DCI"
"2016010000255","2016","2","4","0","13","0","1","0","0","0","0","4","1","6","1","6","125","1","2","4","1","Honda","WW 125 EX2-F"
"2016010000256","2016","1","3","0","17","0","3","0","0","1","0","0","1","2","1","7","125","1","1","9","1","KSR MOTO","GRS 125"
"2016010000256","2016","2","9","0","5","0","4","0","0","0","0","0","1","6","2","11","1299","1","12","10","1","FORD","KA"
"2016010000257","2016","1","11","0","7","0","5","0","0","0","0","0","1","6","2","7","5132","2","1","2","1","VOLVO","Missing"
"2016010000258","2016","1","5","0","18","0","0","0","0","0","0","1","1","6","1","7","649","1","2","2","1","Kawasaki","ER 650 EEF"
"2016010000258","2016","2","4","0","18","0","0","0","0","0","0","1","1","6","1","6","599","1","24","2","1","YAMAHA","Missing"
"2016010000259","2016","1","19","0","3","0","1","0","0","0","0","0","1","1","1","8","1598","2","1","1","1","RENAULT","TRAFIC SL27 BUSINESS + DCI"
"2016010000259","2016","2","3","0","15","2","1","5","10","1","0","3","1","6","1","7","395","1","3","8","1","Yamaha","YP 400 R X-MAX"
"2016010000262","2016","1","9","0","5","0","6","0","0","0","0","4","1","2","1","5","1388","1","10","4","1","FORD","FIESTA FREEDOM"
"2016010000262","2016","2","8","0","18","0","1","0","0","0","0","1","1","1","1","6","1598","2","4","3","1","VOLKSWAGEN","PASSAT SE BLUEMOTION TECH TDI"
"2016010000263","2016","1","1","0","18","9","0","5","0","0","0","1","1","6","1","5","-1","-1","-1","9","1",\0,\0
"2016010000264","2016","1","9","0","12","0","3","0","0","0","0","2","1","6","1","4","2000","2","10","2","1","VOLKSWAGEN","GOLF S SDI"
"2016010000264","2016","2","9","0","18","0","3","0","0","0","0","1","1","6","1","9","2987","2","10","9","1","MERCEDES","S320 CDI AUTO"
"2016010000264","2016","3","9","0","18","0","3","0","0","0","0","1","1","6","2","6","1591","1","8","4","1","HYUNDAI","I30 COMFORT A"
"2016010000265","2016","1","9","0","4","0","0","0","0","0","0","1","1","6","1","5","1596","1","17","2","1","FORD","FOCUS ZETEC"
"2016010000265","2016","2","1","0","12","0","0","0","0","0","0","2","1","6","1","11","-1","-1","-1","1","1",\0,\0
"2016010000266","2016","1","9","0","6","9","0","0","0","0","0","1","1","6","1","9","-1","-1","-1","6","2","FORD","RANGER WILDTRAK 4X4 TDCI AUTO"
"2016010000266","2016","2","4","0","6","6","0","0","0","0","0","3","1","1","1","5","124","1","11","3","1","Piaggio","Vespa GT 125"
"2016010000267","2016","1","9","0","14","0","0","0","0","0","0","1","1","2","1","6","-1","-1","-1","9","1","VOLKSWAGEN","TPORTER T28 HLINE 140 TDI SWB"
"2016010000267","2016","2","9","0","4","0","0","0","0","0","0","2","1","6","2","6","1198","1","8","8","1","SKODA","FABIA SPORT HTP 12V"
"2016010000267","2016","3","9","0","3","0","0","0","0","0","0","2","1","2","1","7","1995","2","1","7","2","BMW","520D M SPORT AUTO"
"2016010000267","2016","4","9","0","3","0","0","0","0","0","0","2","1","6","1","7","2179","2","3","4","1","LAND ROVER","RANGE ROVER EVOQUE PR-LUX SD4A"
"2016010000269","2016","1","9","0","5","0","2","0","0","0","0","1","1","2","1","6","1997","1","1","3","1","BMW","420I XDRIVE M SPORT A"
"2016010000269","2016","2","9","0","18","0","1","0","0","0","0","4","1","6","2","10","1461","2","2","2","1","RENAULT","CAPTUR DYNAMIQUE S M-NAV DCI A"
"2016010000270","2016","1","8","0","9","0","8","0","0","0","0","1","1","1","1","9","1797","8","6","5","1","TOYOTA","PRIUS T3 VVT-I CVT"
"2016010000271","2016","1","9","0","9","0","0","0","0","0","0","1","1","6","1","8","1468","1","11","-1","-1","SMART","FORFOUR BRABUS"
"2016010000271","2016","2","1","0","18","0","0","0","0","0","0","1","1","6","2","5","-1","-1","-1","8","1",\0,\0
"2016010000272","2016","1","2","0","18","0","1","0","0","0","0","1","1","6","1","8","49","1","9","1","1","PIAGGIO","VESPA LX 50"
"2016010000272","2016","2","90","0","18","0","1","0","0","0","0","4","1","6","1","8","-1","-1","-1","3","1","MERCEDES","SPRINTER 519 CDI"
"2016010000273","2016","1","9","0","18","0","1","0","0","0","0","1","1","6","2","9","2179","2","3","8","1","LAND ROVER","RANGE ROVER EVOQUE PURE T SD4A"
"2016010000273","2016","2","9","0","18","0","1","0","0","0","0","1","1","6","2","6","1794","1","11","2","1","TOYOTA","COROLLA VERSO VVTI T3 S-A"
"2016010000274","2016","1","9","0","18","0","8","0","0","0","0","1","1","6","1","4","1086","1","8","8","1","HYUNDAI","I10 STYLE"
"2016010000274","2016","2","2","0","9","0","5","0","0","0","0","1","1","6","2","7","124","1","13","2","1","KYMCO","Movie X2"
"2016010000275","2016","1","4","0","18","0","8","1","0","0","0","2","1","1","1","5","-1","-1","-1","-1","1",\0,\0
"2016010000275","2016","2","9","0","9","0","8","0","0","0","0","1","1","6","3","-1","-1","-1","-1","-1","-1",\0,\0
"2016010000277","2016","1","2","0","13","0","8","0","0","0","0","1","1","6","1","3","49","1","4","3","1","PIAGGIO","VESPA S 50"
"2016010000278","2016","1","9","0","18","5","0","0","7","1","1","1","1","6","1","11","1596","1","17","9","1","BMW","316 I AUTO"
"2016010000279","2016","1","8","0","18","0","3","0","0","0","0","1","1","6","1","8","1968","2","1","4","1","VOLKSWAGEN","SHARAN SE BLUEMOTION TDI S-A"
"2016010000279","2016","2","1","0","7","0","3","0","0","0","0","1","1","2","1","6","-1","-1","-1","9","1",\0,\0
"2016010000281","2016","1","3","0","4","0","0","0","0","0","0","1","1","1","1","5","125","1","4","5","1","Honda","ANF 125-A"
"2016010000281","2016","2","9","0","18","0","0","0","0","0","0","2","1","6","3","-1","-1","-1","-1","-1","-1",\0,\0
"2016010000282","2016","1","9","0","9","0","6","0","0","0","0","1","1","2","2","8","-1","-1","-1","5","1",\0,\0
"2016010000282","2016","2","5","0","18","0","1","0","0","0","0","1","1","1","1","7","998","1","15","9","1","YAMAHA","FZS 1000"
"2016010000283","2016","1","11","0","5","0","1","0","0","0","0","2","1","6","1","9","4500","2","6","6","1","ALEXANDER DENNIS","Missing"
"2016010000284","2016","1","9","0","4","0","2","0","0","0","0","2","1","6","1","9","1998","1","19","4","1","TOYOTA","PICNIC GL"
"2016010000284","2016","2","19","0","4","0","2","0","0","0","0","2","1","1","1","8","1997","2","4","4","1","PEUGEOT","EXPERT 1200 L2H2 HDI"
"2016010000284","2016","3","9","0","4","0","2","0","0","0","0","1","1","2","1","5","1995","2","8","9","1","BMW","120D M SPORT"
"2016010000285","2016","1","21","1","4","0","0","0","0","3","0","4","1","1","1","9","12419","2","4","2","1","MAN","Missing"
"2016010000285","2016","2","19","0","18","0","0","0","0","0","0","3","1","1","1","7","1598","2","-1","7","1","VAUXHALL","VIVARO 2900 SPORTIVE CDTI"
"2016010000285","2016","3","9","0","18","0","0","0","0","0","0","2","1","6","2","7","1598","1","2","6","1","VAUXHALL","MOKKA SE S/S"
"2016010000286","2016","1","3","0","5","0","1","0","0","0","0","0","1","2","2","6","-1","-1","-1","2","1",\0,\0
"2016010000286","2016","2","9","0","9","0","1","0","0","0","0","0","1","6","1","6","1998","1","1","3","1","MINI","COOPER S"
"2016010000287","2016","1","9","0","18","0","4","0","0","0","0","2","1","6","1","6","1796","1","13","3","1","VAUXHALL","MERIVA ENJOY 16V"
"2016010000287","2016","2","9","0","3","0","1","0","0","0","0","2","1","2","1","7","2148","2","12","9","1","MERCEDES","C220 CDI AVANTGDE SE A"
"2016010000288","2016","1","90","0","18","0","0","0","0","0","0","1","1","2","1","9","-1","-1","-1","-1","1",\0,\0
"2016010000288","2016","2","3","0","18","0","0","5","0","0","0","2","1","2","1","9","-1","-1","-1","-1","1",\0,\0
"2016010000289","2016","1","4","0","18","2","0","0","0","1","0","1","1","6","1","7","999","1","5","6","2","Honda","CBR 1000 RA-B"
"2016010000289","2016","2","19","0","9","2","0","0","0","1","0","1","1","6","1","7","1248","2","11","2","1","VAUXHALL","COMBO 2000 CDTI 16V"
"2016010000290","2016","1","9","0","9","0","5","0","0","0","0","3","1","6","1","7","1998","1","1","5","1","MAZDA","3 SPORT NAV"
"2016010000290","2016","2","2","0","14","0","8","0","0","0","0","1","1","1","1","6","49","1","1","8","1","Honda","NSC 50 WH-C"
"2016010000291","2016","1","9","0","18","0","1","0","0","0","0","1","1","1","2","7","-1","-1","-1","-1","1",\0,\0
"2016010000291","2016","2","9","0","9","0","6","0","0","1","0","1","1","2","1","5","-1","-1","-1","-1","1",\0,\0
"2016010000291","2016","3","9","0","8","0","6","0","0","0","0","1","1","6","1","9","-1","-1","-1","-1","1",\0,\0
"2016010000292","2016","1","9","0","4","0","0","0","-1","0","0","2","1","6","1","7","-1","-1","-1","-1","-1",\0,\0
"2016010000292","2016","2","1","0","4","0","0","0","0","0","0","1","1","6","1","3","-1","-1","-1","-1","1",\0,\0
"2016010000293","2016","1","9","0","9","0","8","0","0","0","0","1","1","6","2","6","1598","2","4","5","1","AUDI","A3 SPORT TDI"
"2016010000293","2016","2","5","0","18","0","8","0","0","0","0","1","1","2","1","6","999","1","1","6","1","BMW","S 1000 RR"
"2016010000294","2016","1","9","0","18","0","8","0","0","0","0","4","2","6","1","8","2521","1","11","10","3","VOLVO","Missing"
"2016010000294","2016","2","9","0","18","0","8","0","0","0","0","1","1","6","1","8","1587","1","16","2","1","PEUGEOT","206 ROLAND GARROS"
"2016010000295","2016","1","9","0","3","0","1","0","0","0","0","2","1","6","1","6","-1","-1","-1","4","1","VAUXHALL","COMBO 2000 L1H1 CDTI"
"2016010000295","2016","2","9","0","18","0","1","0","0","0","0","1","1","6","1","9","2143","2","2","7","1","MERCEDES","C220 SPORT PREMIUM BLUETEC A"
"2016010000298","2016","1","9","0","7","0","1","0","0","0","0","4","1","6","1","6","1149","1","15","4","1","RENAULT","CLIO DYNAMIQUE 16V"
"2016010000298","2016","2","2","0","18","0","1","0","0","0","0","1","1","6","1","4","125","1","-1","2","1","Honda","WW 125 EX2-H"
"2016010000299","2016","1","4","0","18","0","8","0","0","0","0","0","1","6","1","6","124","1","7","1","1","YAMAHA","NXC 125 CYGNUS"
"2016010000299","2016","2","9","0","18","0","2","0","0","0","0","0","1","6","2","10","1498","1","7","9","1","MERCEDES","A160 ELEGANCE SE CVT"
"2016010000300","2016","1","9","0","9","0","1","0","0","0","0","4","1","2","1","6","1364","1","10","1","1","VAUXHALL","ASTRA CLUB TWINPORT"
"2016010000300","2016","2","1","0","18","0","1","0","0","0","0","1","1","6","1","6","-1","-1","-1","5","1",\0,\0
"2016010000302","2016","1","9","0","4","0","1","0","4","0","0","1","1","1","1","5","1995","2","2","2","1","BMW","520D M SPORT AUTO"
"2016010000302","2016","2","9","0","3","0","1","0","4","0","0","2","1","6","1","8","1597","2","-1","6","1","HONDA","CIVIC I-DTEC SR"
"2016010000302","2016","3","9","0","3","0","1","0","0","0","0","2","1","6","2","9","1461","2","-1","6","1","RENAULT","CAPTUR DYNAMIQUE S NAV DCI A"
"2016010000303","2016","1","9","0","9","0","1","0","0","0","0","3","1","2","1","8","1896","2","8","2","1","VOLKSWAGEN","GOLF PLUS SE TDI 105 S-A"
"2016010000303","2016","2","1","0","16","0","1","0","0","0","0","1","1","6","1","6","-1","-1","-1","1","1",\0,\0
"2016010000304","2016","1","9","0","6","0","1","0","0","0","0","3","1","1","1","10","-1","-1","-1","-1","1",\0,\0
"2016010000304","2016","2","3","0","18","0","1","0","0","0","0","1","1","6","1","5","-1","-1","-1","-1","1",\0,\0
"2016010000305","2016","1","4","0","18","0","1","1","0","0","0","1","1","6","1","5","125","1","8","8","1","SUKIDA","SK 125-4 INSPECTOR"
"2016010000305","2016","2","9","0","10","0","1","0","0","0","0","3","1","6","2","7","5439","1","11","9","1","MERCEDES","SLK 55 AMG AUTO"
"2016010000306","2016","1","9","0","18","0","8","1","4","0","0","3","1","6","1","6","1587","1","11","6","1","PEUGEOT","307 SE"
"2016010000306","2016","2","8","0","18","0","8","0","0","0","0","1","1","2","1","8","1798","8","4","5","1","TOYOTA","PRIUS T4 VVT-I CVT"
"2016010000306","2016","3","9","0","2","0","1","0","0","0","0","3","1","6","3","-1","1994","2","8","-1","-1","NISSAN","QASHQAI TEKNA + 2 DCI 4WD"
"2016010000306","2016","4","9","0","2","0","1","0","0","0","0","2","1","6","3","-1","2993","2","11","-1","-1","BMW","730LD SE AUTO"
"2016010000307","2016","1","9","0","18","0","0","0","0","0","0","1","1","6","1","9","2597","1","12","3","1","MERCEDES","CLK 240 AVANTGARDE AUTO"
"2016010000307","2016","2","3","0","18","0","0","0","0","0","0","1","1","6","3","-1","125","1","2","-1","-1","Honda","WW 125-D"
"2016010000308","2016","1","9","0","3","0","6","0","0","0","0","1","1","3","1","7","1399","2","6","2","1","FORD","FIESTA ZETEC 68 TDCI"
"2016010000310","2016","1","9","0","4","0","4","0","0","0","0","2","1","6","1","6","1596","1","5","4","1","FORD","FOCUS TITANIUM 125"
"2016010000310","2016","2","9","0","4","0","1","0","0","0","0","2","1","6","1","7","1794","1","10","3","1","TOYOTA","AVENSIS  T3-S"
"2016010000310","2016","3","9","0","4","0","1","0","0","0","0","1","1","6","1","-1","1796","1","9","-1","-1","VAUXHALL","ASTRA SRI +"
"2016010000311","2016","1","9","0","3","0","1","0","0","0","0","2","1","1","1","6","1956","2","5","4","1","VAUXHALL","INSIGNIA SRI CDTI"
"2016010000311","2016","2","9","0","5","0","1","0","0","0","0","2","1","6","2","6","1598","1","2","-1","-1","NISSAN","JUKE N-TEC"
"2016010000311","2016","3","19","0","2","0","1","0","0","0","0","0","1","6","3","-1","1998","2","12","-1","-1","FORD","TRANSIT 280 SWB TD"
"2016010000316","2016","1","4","0","18","0","8","0","0","0","0","3","1","6","1","6","124","1","6","7","1","Suzuki","GZ 125 L0"
"2016010000316","2016","2","9","0","9","0","8","0","0","0","0","1","1","6","2","11","1240","1","12","8","1","NISSAN","MICRA S AUTO"
"2016010000319","2016","1","5","0","9","0","8","0","0","0","0","4","1","6","1","8","750","1","41","2","1","TRIUMPH","Missing"
"2016010000319","2016","2","9","0","18","0","8","0","0","0","0","1","1","6","1","5","1995","2","12","4","1","BMW","X3 D SPORT"
"2016010000320","2016","1","9","0","9","0","1","0","11","0","0","2","1","2","1","5","1397","1","8","2","1","PEUGEOT","308 S"
"2016010000320","2016","2","90","1","18","0","1","0","11","0","0","1","1","1","1","8","-1","-1","-1","6","2","VOLVO","Missing"
"2016010000323","2016","1","9","0","15","0","2","1","10","0","0","1","1","6","1","7","1560","2","2","10","1","FORD","FOCUS EDGE TDCI 115"
"2016010000323","2016","2","19","0","6","0","2","0","0","0","0","1","1","6","1","6","2198","2","1","9","1","FORD","TRANSIT CUSTOM 330 ECO-TECH"
"2016010000323","2016","3","9","0","2","6","2","0","4","0","0","1","1","6","3","-1","1197","1","-1","-1","-1","NISSAN","QASHQAI N-CONNECTA DIG-T CVT"
"2016010000323","2016","4","9","0","2","6","2","0","4","0","0","1","1","6","3","-1","1840","1","15","-1","-1","MAZDA","PREMACY GSI AUTO"
"2016010000323","2016","5","9","0","2","6","2","0","0","0","0","1","1","6","3","-1","1590","1","15","-1","-1","HONDA","CIVIC SE EXECUTIVE"
"2016010000325","2016","1","9","0","9","0","6","0","0","0","0","1","1","6","1","10","-1","-1","-1","-1","1",\0,\0
"2016010000325","2016","2","21","0","18","0","1","0","0","0","0","1","1","1","1","6","-1","-1","-1","-1","1",\0,\0
"2016010000327","2016","1","9","-1","7","0","6","0","-1","0","0","2","-1","6","1","8","2184","2","9","10","1","NISSAN","X-TRAIL AVENTURA DCI"
"2016010000327","2016","2","1","-1","18","0","-1","2","-1","3","-1","2","1","6","1","4","-1","-1","-1","9","1",\0,\0
"2016010000331","2016","1","9","0","7","0","5","2","10","2","1","1","1","6","2","5","1198","1","14","1","1","VOLKSWAGEN","POLO E"
"2016010000332","2016","1","9","0","11","0","8","0","0","0","0","4","1","2","2","8","-1","-1","-1","-1","1",\0,\0
"2016010000332","2016","2","9","0","18","0","8","0","0","0","0","3","1","1","1","6","-1","-1","-1","-1","1",\0,\0
"2016010000333","2016","1","3","0","18","0","8","2","0","3","1","3","1","6","1","5","124","1","10","3","1","PIAGGIO","VESPA LX 125"
"2016010000333","2016","2","21","1","7","0","1","0","0","0","0","0","1","6","3","-1","-1","-1","-1","-1","-1",\0,\0
"2016010000334","2016","1","3","0","4","9","4","1","0","0","0","0","1","6","1","8","124","1","14","8","1","PIAGGIO","Missing"
"2016010000337","2016","1","9","0","18","0","8","0","0","0","0","1","1","6","1","10","1329","1","7","8","1","TOYOTA","YARIS TR VVT-I"
"2016010000337","2016","2","9","0","5","0","8","0","0","0","0","1","1","1","1","7","-1","-1","-1","4","1","ISUZU","D-MAX UTAH VISION D/C TW TRBTD"
